"country","date","text"
"United Kingdom","12/31/2021","I don't understand why people think this is about climate change I think it's a satire about the culture of denial in general it could equally be about Covid antivax a stolen election etc btw I think it's one of the best movies I have seen in a while"
"United Kingdom","12/31/2021","I feel the measures should always have been strong advice rather than laws and as we've seen with omicron nothing short of a full unsustainable lockdown would keep this variant in check"
"United Kingdom","12/31/2021","I have had one response apologies from cancelling a gig before lockdown and that the bar no longer accuses me of culturalappropriation just another clubsbars to go tiktok be small issue compared to that"
"United Kingdom","12/31/2021","i just uninstalled unber eats and deliveroo going into with a fresh vibe lockdown habits be gone"
"United Kingdom","12/31/2021","I need help getting a Covid passport that shows doses given in england and in northern ireland tried emailing Covid certno replynhsnet but bounceback says their mailbox is full"
"United Kingdom","12/31/2021","i see irelands lockdown is working a treat then "
"United Kingdom","12/31/2021","I see this being built in the lockdown it's next to several bbsand a stones throw away from a jet ski shop there is also a coffee shop in the paradenoise the council will benefit from business rates the community can enjoy a sit in the sun having a cuppa everybody wins"
"United Kingdom","12/31/2021","I think we should get back all the years we had birthdays in lockdown they just don't count"
"United Kingdom","12/31/2021","I think we're at a stage now where we as a country need to go in a singular direction and just go about life and not play border games and lockdown and get scared every mins"
"United Kingdom","12/31/2021","I think you're right towns been dead for a few weeks no wits as if there's a self imposed lockdown "
"United Kingdom","12/31/2021","i want to make my position very clear yes lockdown yes mandatory vaccination yes mandatory face masks yes ventilation in schools and workplaces yes regular testing yes selfisolation yes managed borders and quarantine"
"United Kingdom","12/31/2021","i was held hostage for days and escaped as Covid forced the world into lockdown "
"United Kingdom","12/31/2021","I was just responding to the your tweet where you falsely accused me of comparing antidoping covid and not the point I was making about asking questions but hey thanks for the link"
"United Kingdom","12/31/2021","I watched it during lockdown although as if you could run a brothel in the toilet's"
"United Kingdom","12/31/2021","I would have come but cancelled bcoz of night curfew I will go out and bring some snacks fruits cake etc I will order something in the night that's all"
"United Kingdom","12/31/2021","i would like to thank you all so much for the continuing support you have given me and my family throughout lockdown and now being extremely vulnerable to the virus and suffering from illnesses it's made it so hard to get shopping and food toiletries"
"United Kingdom","12/31/2021","idiots hold party during lockdown not a problem"
"United Kingdom","12/31/2021","if too many people are sick the economy is screwed anyway there are mitigations less severe than lockdown that would reduce cases with less damage to the economy why are they in place"
"United Kingdom","12/31/2021","if you're going to a new years eve event you may have to display a Covid passport or show a negative test result in the last hoursif you're exempt you may need a certificate visit"
"United Kingdom","12/31/2021","i'll be chaing to eleano rbladon on bbccambs in half an hour about kids access to nature during lockdown listen live or catch up on bbcsounds"
"United Kingdom","12/31/2021","i'm also grateful for the wonderful theatre and films I got to see theatres and cinemas are a wonderful place and I missed them so much during lockdown we need that escapism to feel human so I'm glad they reopened their doors"
"United Kingdom","12/31/2021","im expecting a new lockdown this next week"
"United Kingdom","12/31/2021","I'm fully vaccinated and my tests are showing negative but this information leads me to think I have to show proof of my recovery I can do this with dates of my isolation and the UK nhs Covid passport app but I can't source a letter can you advise me what to do"
"United Kingdom","12/31/2021","i'm grateful for lockdown today the last thing I want is to start giving or getting Covid well celebrate win the rules quietly with friends coming for lunch l first neg for us given reports of false negs from no se only we're testing throat too"
"United Kingdom","12/31/2021","I'm not a travel agent in the slightest this company was founded during the first lockdown and it actually benefits us is people can't travel so no conflict of interest here smart arse"
"United Kingdom","12/31/2021","I'm stuck at the lack of outrage over the antisemitic Covid conspiraciesthere is almost nothing not a whimper I do find that prey odd"
"United Kingdom","12/31/2021","I'm unvaccinated haven't had Covid but ended up on a ventilator in icu due to lockdown lifestyle restrictions "
"Ireland","12/31/2021","in a surprising turn of events Fauci becomes a conspiracy theorists years in and we still measure Covid hospitalisations as anyone in hospital that has Covid is antiscience and antifacts"
